name,description,logoid,update_mode,type,typespecs,dps_common_stock_prim_issue_fy,fundamental_currency_code,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth
SLND,"Southland Holdings, Inc.",southland,streaming,stock,common,0,USD,0,0,,0,,0,0
SLNG,"Stabilis Solutions, Inc.",stabilis,streaming,stock,common,0,USD,0,0,,0,,0,0
SLNH,"Soluna Holdings, Inc.",soluna,streaming,stock,common,0,USD,0,0,,0,,0,0
SLNO,"Soleno Therapeutics, Inc.",soleno-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SLP,"Simulations Plus, Inc.",simulations-plus,streaming,stock,common,0.24,USD,,0.828157,0,59.39123979,0,13,0
SLQT,"SelectQuote, Inc.",selectquote,streaming,stock,common,0,USD,0,0,,0,,0,0
SLRC,SLR Investment Corp.,slr-investment,streaming,stock,common,1.64,USD,0.41,9.30233,9.302326,93.4366454,-0.00018293,15,0
SLRN,"ACELYRIN, INC.",acelyrin,streaming,stock,common,0,USD,0,0,,0,,0,0
SLRX,"Salarius Pharmaceuticals, Inc.",salarius-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SLS,"SELLAS Life Sciences Group, Inc.",sellas-life-sciences-group,streaming,stock,common,0,USD,0,0,,0,,0,0
SLVM,Sylvamo Corporation,sylvamo,streaming,stock,common,1.65,USD,0.45,2.32068,2.5316455,22.92239727,50,3,2
SLXN,Silexion Therapeutics Corp,silexion-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SM,SM Energy Company,sm-energy-company,streaming,stock,common,0.76,USD,0.2,2.32345,2.4457355,11.39054585,20.63492063,20,3
SMBC,"Southern Missouri Bancorp, Inc.",southern-missouri-bancorp,streaming,stock,common,0.84,USD,0.23,1.54374,1.5780447,19.18799878,0,20,0
SMBK,"SmartFinancial, Inc.",smartfinancial,streaming,stock,common,0.32,USD,0.08,0.921659,0.9216589,14.9490797,0,6,0
SMC,Summit Midstream Corporation,summit-midstream,streaming,stock,common,0,USD,0,0,,0,,0,0
SMCI,"Super Micro Computer, Inc.",super-micro-computer,streaming,stock,common,0,USD,0,0,,0,,0,0
SMG,Scotts Miracle-Gro Company (The),scotts-miracle-gro-company,streaming,stock,common,2.64,USD,0.66,4.50743,4.507427,-550.4587156,0,20,0
SMHI,SEACOR Marine Holdings Inc.,seacor-marine,streaming,stock,common,0,USD,0,0,,0,,0,0
SMID,Smith-Midland Corporation,smith-midland-corporation,streaming,stock,common,0,USD,0,0,,0,,0,0
SMLR,"Semler Scientific, Inc.",semler-scientific,streaming,stock,common,0,USD,0,0,,0,,0,0
SMMT,Summit Therapeutics Inc.,summit-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SMP,"Standard Motor Products, Inc.",standard-motor-products,streaming,stock,common,1.16,USD,0.29,4.136,4.346302,48.04108341,0,15,0
SMPL,The Simply Good Foods Company,simply-good-foods-company,streaming,stock,common,0,USD,0,0,,0,,0,0
SMR,NuScale Power Corporation,nuscale-power,streaming,stock,common,0,USD,0,0,,0,,0,0
SMRT,"SmartRent, Inc.",smartrent,streaming,stock,common,0,USD,0,0,,0,,0,0
SMSI,"Smith Micro Software, Inc.",smith-micro-software,streaming,stock,common,0,USD,0,0,,0,,0,0
SMTC,Semtech Corporation,semtech,streaming,stock,common,0,USD,0,0,,0,,0,0
SMTI,Sanara MedTech Inc.,sanara-medtech,streaming,stock,common,0,USD,0,0,,0,,0,0
SMTK,"SmartKem, Inc.",smartkem,streaming,stock,common,0,USD,0,0,,0,,0,0
SMWB,Similarweb Ltd.,similarweb,streaming,stock,common,0,USD,0,0,,0,,0,0
SMX,SMX (Security Matters) Public Limited Company,smx-security-matters-public-limited-company,streaming,stock,common,0,USD,0,0,,0,,0,0
SMXT,Solarmax Technology Inc.,solarmax-technology,streaming,stock,common,,USD,0,0,,0,,0,0
SN,"SharkNinja, Inc.",sharkninja,streaming,stock,common,0,USD,0,0,,0,,0,0
SNA,Snap-On Incorporated,snap-on,streaming,stock,common,7.72,USD,2.14,2.34487,2.5090132,39.57878331,14.88095238,20,15
SNAL,"Snail, Inc.",snail,streaming,stock,common,0,USD,0,0,,0,,0,0
SNAP,Snap Inc.,snap,streaming,stock,common,0,USD,0,0,,0,,0,0
SNBR,Sleep Number Corporation,sleep-number,streaming,stock,common,0,USD,0,0,,0,,0,0
SNCR,"Synchronoss Technologies, Inc.",synchronoss-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
SNCY,"Sun Country Airlines Holdings, Inc.",sun-country-airlines,streaming,stock,common,0,USD,0,0,,0,,0,0
SND,"Smart Sand, Inc.",smart-sand,streaming,stock,common,0,USD,0,0,0,0,,0,0
SNDA,"Sonida Senior Living, Inc.",sonida-senior-living,streaming,stock,common,0,USD,0,0,,0,,0,0
SNDK,Sandisk Corporation,,streaming,stock,common,,USD,,,,,,,
SNDL,SNDL Inc.,sundial-growers,streaming,stock,common,0,USD,0,0,,0,,0,0
SNDR,"Schneider National, Inc.",schneider-national,streaming,stock,common,0.38,USD,0.095,1.44049,1.4404852,57.18585403,5.55555556,8,5
SNDX,"Syndax Pharmaceuticals, Inc.",syndax-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SNES,"SenesTech, Inc.",senestech,streaming,stock,common,0,USD,0,0,,0,,0,0
SNEX,StoneX Group Inc.,stonex,streaming,stock,common,0,USD,0,0,,0,,0,0
SNFCA,Security National Financial Corporation,security-national-financial,streaming,stock,common,0,USD,0,0,,0,,0,0
SNGX,"Soligenix, Inc.",soligenix,streaming,stock,common,0,USD,0,0,,0,,0,0
SNOA,"Sonoma Pharmaceuticals, Inc.",sonoma-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SNOW,Snowflake Inc.,snowflake,streaming,stock,common,0,USD,0,0,,0,,0,0
SNPS,"Synopsys, Inc.",synopsys,streaming,stock,common,0,USD,0,0,,0,,0,0
SNPX,"Synaptogenix, Inc.",synaptogenix,streaming,stock,common,0,USD,0,0,,0,,0,0
SNSE,"Sensei Biotherapeutics, Inc.",sensei-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SNT,Senstar Technologies Corporation,senstar-technologies,streaming,stock,common,,USD,,0,,,,0,0
SNTG,Sentage Holdings Inc.,sentage,streaming,stock,common,0,USD,,0,,0,,0,0
SNTI,"Senti Biosciences, Inc.",senti-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
SNV,Synovus Financial Corp.,synovus,streaming,stock,common,1.52,USD,0.38,2.92984,2.929838,49.85404572,0,20,0
SNX,TD SYNNEX Corporation,synnex,streaming,stock,common,1.6,USD,0.4,1.19281,1.280093,20.09999749,14.28571429,11,4
SNYR,Synergy CHC Corp.,synergy-chc,streaming,stock,common,0,USD,0,0,,,,0,0
SO,Southern Company (The),southern,streaming,stock,common,2.86,USD,0.72,3.20748,3.2074842,71.68458781,2.87769784,20,19
SOAR,"Volato Group, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
SOBR,"SOBR Safe, Inc.",sobr-safe,streaming,stock,common,0,USD,0,0,,0,,0,0
SOC,Sable Offshore Corp.,sable-offshore,streaming,stock,common,0,USD,0,0,,0,,0,0
SOFI,"SoFi Technologies, Inc.",sofi,streaming,stock,common,0,USD,0,0,,0,,0,0
SOLV,Solventum Corporation,solventum,streaming,stock,common,0,USD,0,0,,0,,0,0
SON,Sonoco Products Company,sonoco,streaming,stock,common,2.07,USD,0.52,4.34964,4.3496447,125.44694261,2.47524752,20,19
SOND,Sonder Holdings Inc.,sonder,streaming,stock,common,0,USD,0,0,,0,,0,0
SONM,"Sonim Technologies, Inc.",sonim-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
SONN,"Sonnet BioTherapeutics Holdings, Inc.",sonnet-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SONO,"Sonos, Inc.",sonos,streaming,stock,common,0,USD,0,0,,0,,0,0
SOPA,Society Pass Incorporated,society-pass-incorporated,streaming,stock,common,0,USD,0,0,,0,,0,0
SOPH,SOPHiA GENETICS SA,sophia-genetics-sa,streaming,stock,common,0,USD,0,0,,0,,0,0
SOTK,Sono-Tek Corporation,sono-tek,streaming,stock,common,0,USD,0,0,,0,,0,0
SOUN,"SoundHound AI, Inc.",soundhound-ai,streaming,stock,common,0,USD,0,0,,0,,0,0
SOWG,Sow Good Inc.,sow-good,streaming,stock,common,0,USD,0,0,,0,,0,0
SPAI,Safe Pro Group Inc.,safe-pro,streaming,stock,common,,USD,0,0,,,,0,0
SPB,"Spectrum Brands Holdings, Inc.",spectrum-brands-holdings,streaming,stock,common,1.68,USD,0.47,2.29855,2.4276857,42.54377336,0,7,0
SPCB,"SuperCom, Ltd.",supercom,streaming,stock,common,0,USD,0,0,,0,,0,0
SPCE,"Virgin Galactic Holdings, Inc.",virgin-galactic,streaming,stock,common,0,USD,0,0,,0,,0,0
SPFI,"South Plains Financial, Inc.",south-plains-financial,streaming,stock,common,0.56,USD,0.15,1.64586,1.7026106,19.19846412,7.69230769,6,5
SPGC,"Sacks Parente Golf, Inc.",sacks-parente-golf,streaming,stock,common,0,USD,0,0,,0,,0,0
SPGI,S&P Global Inc.,s-and-p-global,streaming,stock,common,3.64,USD,0.91,0.691348,0.7194514,29.47368421,1.11111111,20,19
SPH,"Suburban Propane Partners, L.P.",suburban-propane-partners,streaming,stock,common,1.3,USD,0.325,6.26204,6.2620425,122.54901961,0,20,0
SPHA,Shepherd Ave Capital Acquisition Corporation,,streaming,stock,common,,USD,,0,,,,,
SPHL,Springview Holdings Ltd,springview-ltd,streaming,stock,common,,USD,,0,,0,,0,0
SPHR,Sphere Entertainment Co.,madison-square-garden,streaming,stock,common,0,USD,0,0,,0,,0,0
SPIR,"Spire Global, Inc.",spire,streaming,stock,common,0,USD,,0,,,,0,0
SPKL,Spark I Acquisition Corp.,spark-i-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP,steel-partners-lp-60-series-a-preferred,streaming,stock,common,0,USD,0,0,,0,,0,0
SPNS,Sapiens International Corporation N.V.,sapiens,streaming,stock,common,,USD,,2.06672,2.066715,0,,10,4
SPNT,SiriusPoint Ltd.,siriuspoint-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
SPOK,"Spok Holdings, Inc.",spok,streaming,stock,common,1.25,USD,0.3125,7.4184,7.418398,171.25633648,0,20,0
SPOT,Spotify Technology S.A.,spotify-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
SPPL,SIMPPLE LTD.,simpple-ltd,streaming,stock,common,0,USD,,0,,,,0,0
SPR,"Spirit Aerosystems Holdings, Inc.",spirit-aerosystems-holdings,streaming,stock,common,0,USD,0,0,,0,-100,0,0
SPRB,"Spruce Biosciences, Inc.",spruce-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
SPRC,SciSparc Ltd.,scisparc-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
SPRO,"Spero Therapeutics, Inc.",spero-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SPRU,Spruce Power Holding Corporation,spruce-power,streaming,stock,common,0,USD,0,0,,0,,0,0
SPRY,"ARS Pharmaceuticals, Inc.",ars-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SPSC,"SPS Commerce, Inc.",sps-commerce,streaming,stock,common,0,USD,0,0,,0,,0,0
SPT,"Sprout Social, Inc",sprout-social,streaming,stock,common,0,USD,0,0,,0,,0,0
SPTN,SpartanNash Company,spartannash-company,streaming,stock,common,0.87,USD,0.2175,4.30906,4.309064,-8365.38461538,1.1627907,12,11
SPWH,"Sportsman's Warehouse Holdings, Inc.",sportsmans-warehouse,streaming,stock,common,0,USD,0,0,,0,,0,0
SPXC,"SPX Technologies, Inc.",spx-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
SQFT,"Presidio Property Trust, Inc.",presidio-property-trust-9375-series-d-cumulative-redeemable-perpetual-preferred-stock-001-par-value-per-share,streaming,stock,common,0.091,USD,0,3.57698,,-0.81990589,-63.88888889,4,0
SR,Spire Inc.,spire,streaming,stock,common,3.02,USD,0.785,3.96825,4.08535,73.91789055,4.86111111,20,19
SRAD,Sportradar Group AG,sportradar,streaming,stock,common,0,USD,0,0,,0,,0,0
SRBK,"SR Bancorp, Inc.",sr-bancorp,streaming,stock,common,0,USD,0,0,,0,,0,0
SRCE,1st Source Corporation,1st-source,streaming,stock,common,1.4,USD,0.36,2.18798,2.2187982,25.80597593,7.69230769,20,19
SRDX,"Surmodics, Inc.",surmodics,streaming,stock,common,0,USD,0,0,,0,,0,0
SRE,DBA Sempra,sempra-energy,streaming,stock,common,2.48,USD,0.62,3.46514,3.6048625,56.13399728,4.20168067,20,14
SRFM,Surf Air Mobility Inc.,surf-air-mobility,streaming,stock,common,0,USD,0,0,,0,,0,0
SRI,"Stoneridge, Inc.",stoneridge,streaming,stock,common,0,USD,0,0,,0,,0,0
SRL,Scully Royalty Ltd.,scully-royalty-ltd,streaming,stock,common,0.17,USD,,3.35484,3.3548384,0,-80.45977011,2,0
SRM,"SRM Entertainment, Inc.",srm-entertainment,streaming,stock,common,0,USD,0,0,,0,,0,0
SRPT,"Sarepta Therapeutics, Inc.",sarepta-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SRRK,Scholar Rock Holding Corporation,scholar-rock,streaming,stock,common,0,USD,0,0,,0,,0,0
SRTS,"Sensus Healthcare, Inc.",sensus-healthcare,streaming,stock,common,0,USD,0,0,,0,,0,0
SRZN,"Surrozen, Inc.",surrozen,streaming,stock,common,0,USD,0,0,,0,,0,0
SSB,SouthState Corporation,south-state-corp,streaming,stock,common,2.12,USD,0.54,2.12302,2.1428573,30.43178686,3.92156863,20,13
SSBI,Summit State Bank,summit-state-bank,streaming,stock,common,,USD,,4.74496,1.8979833,0,,18,0
SSBK,"Southern States Bancshares, Inc.",southern-states-bancshares,streaming,stock,common,0.36,USD,0.09,1.10837,1.1083745,9.82237865,0,4,0
SSD,"Simpson Manufacturing Company, Inc.",simpson-mfg-co,streaming,stock,common,1.11,USD,0.28,0.675182,0.68126523,14.61526307,3.73831776,20,11
SSKN,"Strata Skin Sciences, Inc.",strata-skin-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
SSNC,"SS&C Technologies Holdings, Inc.",ss-and-c,streaming,stock,common,0.98,USD,0.25,1.10051,1.1229645,32.62968636,11.36363636,11,8
SSP,E.W. Scripps Company (The),scripps-ew-company,streaming,stock,common,0,USD,0,0,,0,,0,0
SSRM,SSR Mining Inc.,ssr-mining,streaming,stock,common,0,USD,0,0,,0,-100,0,0
SSSS,SuRo Capital Corp.,suro-capital,streaming,stock,common,0,USD,0,0,,0,-100,0,0
SST,"System1, Inc.",system1,streaming,stock,common,0,USD,0,0,,0,,0,0
SSTI,"SoundThinking, Inc.",shotspotter,streaming,stock,common,0,USD,0,0,,0,,0,0
SSTK,"Shutterstock, Inc.",shutterstock,streaming,stock,common,1.2,USD,0.3,5.58399,6.142392,119.6053025,11.11111111,5,4
SSY,"SunLink Health Systems, Inc.",sunlink-health-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
SSYS,"Stratasys, Ltd.",stratasys,streaming,stock,common,0,USD,0,0,,0,,0,0
ST,Sensata Technologies Holding plc,sensata-technologies-holding-plc,streaming,stock,common,0.48,USD,0.12,1.66378,1.6637782,56.26538507,2.12765957,3,2
STAA,STAAR Surgical Company,staar-surgical,streaming,stock,common,0,USD,0,0,,0,,0,0
STAI,ScanTech AI Systems Inc.,scantech-ai-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
STAK,STAK Inc.,,streaming,stock,common,,USD,,,,,,,
STBA,"S&T Bancorp, Inc.",s-and-t-bancorp,streaming,stock,common,1.33,USD,0.34,3.33168,3.381402,39.03383911,3.10077519,20,12
STBX,Starbox Group Holdings Ltd.,starbox-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
STC,Stewart Information Services Corporation,stewart-information-services-corporation,streaming,stock,common,1.95,USD,0.5,2.73876,2.8089888,74.93659211,5.40540541,20,4
STE,STERIS plc (Ireland),steris,streaming,stock,common,2.03,USD,0.57,1.01706,1.0398613,46.23051638,10.32608696,19,18
STEL,"Stellar Bancorp, Inc.",stellar-bancorp,streaming,stock,common,0.53,USD,0.14,1.82193,1.9250602,24.1227072,1.92307692,8,1
STEM,"Stem, Inc.",stem,streaming,stock,common,0,USD,0,0,,0,,0,0
STEP,StepStone Group Inc.,stepstone,streaming,stock,common,0.83,USD,0.24,1.54588,1.5957447,-53.89544284,3.75,4,3
STFS,Star Fashion Culture Holdings Limited,star-fashion-culture-limited,streaming,stock,common,,USD,,0,,0,,0,0
STGW,Stagwell Inc.,stagwell,streaming,stock,common,0,USD,0,0,,0,,0,0
STHO,Star Holdings - Shares of Beneficial Interest,star-shares-of-beneficial-interest,streaming,stock,common,0,USD,0,0,,0,,0,0
STI,"Solidion Technology, Inc.",solidion-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
STIM,"Neuronetics, Inc.",neuronetics,streaming,stock,common,0,USD,0,0,,0,,0,0
STKS,"The ONE Group Hospitality, Inc.",the-one-group-hospitality,streaming,stock,common,0,USD,0,0,,0,,0,0
STLD,"Steel Dynamics, Inc.",steel-dynamics,streaming,stock,common,1.84,USD,0.46,1.36226,1.4807136,18.79353666,8.23529412,20,12
STNE,StoneCo Ltd.,stoneco,streaming,stock,common,0,USD,0,0,,0,,0,0
STNG,Scorpio Tankers Inc.,scorpio-tankers,streaming,stock,common,1.6,USD,0.4,4.01506,4.0150566,12.26044245,52.38095238,12,2
STOK,"Stoke Therapeutics, Inc.",stoke-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
STR,Sitio Royalties Corp.,sitio-royalties,streaming,stock,common,1.5,USD,0.28,7.5,7,304.13625304,-24.62311558,7,0
STRA,"Strategic Education, Inc.",strategic-education,streaming,stock,common,2.4,USD,0.6,2.98026,2.9802558,51.41278036,0,8,0
STRL,"Sterling Infrastructure, Inc.",sterling-construction,streaming,stock,common,0,USD,0,0,,0,,0,0
STRM,"Streamline Health Solutions, Inc.",streamline-health-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
STRO,"Sutro Biopharma, Inc.",sutro-biopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
STRR,"Star Equity Holdings, Inc.",star-equity,streaming,stock,common,0,USD,0,0,,0,,0,0
STRS,Stratus Properties Inc.,stratus-properties,streaming,stock,common,0,USD,0,0,,0,,0,0
STRT,STRATTEC SECURITY CORPORATION,strattec-security,streaming,stock,common,0,USD,0,0,,0,,0,0
STRW,"Strawberry Fields REIT, Inc.",strawberry-fields-reit,streaming,stock,common,0.52,USD,0.14,4.43686,4.6075087,91.90526688,15.55555556,3,2
STSS,Sharps Technology Inc.,sharps-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
STT,State Street Corporation,state-street,streaming,stock,common,2.9,USD,0.76,2.9225,3.0635896,35.23308508,9.84848485,20,14
STTK,"Shattuck Labs, Inc.",shattuck-labs,streaming,stock,common,0,USD,0,0,,0,,0,0
STVN,Stevanato Group S.p.A.,stevanato-group,streaming,stock,common,0.0573,USD,,0.307403,0.30740345,12.39454899,-0.90105671,3,0
STX,Seagate Technology Holdings PLC,seagate,streaming,stock,common,2.8,USD,0.72,2.76715,2.8260229,51.61243091,0,14,0
STXS,"Stereotaxis, Inc.",stereotaxis,streaming,stock,common,0,USD,0,0,,0,,0,0
STZ,"Constellation Brands, Inc.",constellation-brands,streaming,stock,common,3.56,USD,1.01,2.30199,2.3019943,104.95314592,11.25,9,3
SUGP,SU Group Holdings Limited,su-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
SUN,Sunoco LP,sunoco,streaming,stock,common,3.4688,USD,0.8756,5.97398,6.0295863,52.45425677,3.49992541,13,2
SUNE,"SUNation Energy, Inc.",pineapple-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
SUP,"Superior Industries International, Inc.",superior-industries-international,streaming,stock,common,0,USD,0,0,,0,,0,0
SUPN,"Supernus Pharmaceuticals, Inc.",supernus-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SURG,"SurgePays, Inc.",surgepays,streaming,stock,common,0,USD,0,0,,0,,0,0
SVCO,"Silvaco Group, Inc.",silvaco,streaming,stock,common,,USD,0,0,,,,0,0
SVII,Spring Valley Acquisition Corp. II,spring-valley-acquisition-ii,streaming,stock,common,0,USD,0,0,,0,,0,0
SVRA,"Savara, Inc.",savara,streaming,stock,common,0,USD,0,0,,0,,0,0
SVT,"Servotronics, Inc.",servotronics,streaming,stock,common,0,USD,0,0,,0,,0,0
SVV,"Savers Value Village, Inc.",savers-value-village,streaming,stock,common,0,USD,0,0,,0,,0,0
SW,Smurfit WestRock plc,smurfit-kappa,streaming,stock,common,,USD,,3.11776,2.652327,0,,11,2
SWAG,"Stran & Company, Inc.",stran-and-company,streaming,stock,common,0,USD,0,0,,0,,0,0
SWBI,"Smith & Wesson Brands, Inc.",smith-and-wesson,streaming,stock,common,0.48,USD,0.13,4.69613,4.7882137,63.79178362,20,4,3
SWI,SolarWinds Corporation,solarwinds,streaming,stock,common,0,USD,0,0,0,0,,0,0
SWIM,"Latham Group, Inc.",latham,streaming,stock,common,0,USD,0,0,,0,,0,0
SWIN,Solowin Holdings,solowin,streaming,stock,common,0,USD,,0,,0,,0,0
SWK,"Stanley Black & Decker, Inc.",stanley-black-and-decker,streaming,stock,common,3.26,USD,0.82,3.76748,3.7905927,172.69693278,1.24223602,20,19
SWKH,SWK Holdings Corporation,swk,streaming,stock,common,0,USD,0,0,,0,,0,0
SWKS,"Skyworks Solutions, Inc.",skyworks-solutions,streaming,stock,common,2.74,USD,0.7,4.17042,4.20042,84.57696197,7.87401575,11,10
SWTX,"SpringWorks Therapeutics, Inc.",springworks-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SWVL,Swvl Holdings Corp,swvl,streaming,stock,common,0,USD,0,0,,0,,0,0
SWX,"Southwest Gas Holdings, Inc.",southwest-gas,streaming,stock,common,2.48,USD,0.62,3.30446,3.3044636,89.83228891,0,20,0
SXC,"SunCoke Energy, Inc.",suncoke-energy,streaming,stock,common,0.44,USD,0.12,5.07167,5.292172,39.15984336,22.22222222,6,3
SXI,Standex International Corporation,standex-international,streaming,stock,common,1.18,USD,0.32,0.666738,0.688246,26.63406541,7.27272727,20,14
SXT,Sensient Technologies Corporation,sensient-technologies,streaming,stock,common,1.64,USD,0.41,2.36311,2.3631124,55.77282775,0,20,0
SXTC,"China SXT Pharmaceuticals, Inc.",,streaming,stock,common,0,USD,,0,,,,0,0
SXTP,"60 Degrees Pharmaceuticals, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
SYBT,"Stock Yards Bancorp, Inc.",stock-yards-bancorp,streaming,stock,common,1.22,USD,0.31,1.67444,1.701894,31.34071467,3.38983051,20,15
SYBX,"Synlogic, Inc.",synlogic,streaming,stock,common,0,USD,0,0,,0,,0,0
SYF,Synchrony Financial,synchrony,streaming,stock,common,1,USD,0.25,1.64799,1.6479895,11.71673619,4.16666667,9,3
SYK,Stryker Corporation,stryker,streaming,stock,common,3.24,USD,0.84,0.838965,0.87003803,41.73214148,6.2295082,20,15
SYM,Symbotic Inc.,symbotic,streaming,stock,common,0,USD,0,0,,0,,0,0
SYNA,Synaptics Incorporated,synaptics,streaming,stock,common,0,USD,0,0,,0,,0,0
SYNX,Silynxcom Ltd.,silynxcom-ltd,streaming,stock,common,,USD,0,0,,0,,0,0
SYPR,"Sypris Solutions, Inc.",sypris-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
SYRA,Syra Health Corp.,syra-health,streaming,stock,common,0,USD,0,0,,0,,0,0
SYRE,"Spyre Therapeutics, Inc.",aeglea-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
SYRS,"Syros Pharmaceuticals, Inc.",syros-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
SYTA,"Siyata Mobile, Inc.",siyata-mobile,streaming,stock,common,0,USD,0,0,,0,,0,0
SYY,Sysco Corporation,sysco,streaming,stock,common,2.01,USD,0.51,2.68732,2.7005558,52.15023378,2.03045685,20,19
T,AT&T Inc.,at-and-t,streaming,stock,common,1.11,USD,0.2775,4.04962,4.049617,74.39678284,0,20,0
TACT,TransAct Technologies Incorporated,transact-technologies-incorporated,streaming,stock,common,0,USD,0,0,,0,,0,0
TAIT,Taitron Components Incorporated,taitron-components-incorporated,streaming,stock,common,0.2,USD,0.05,7.63359,7.6335883,89.68609865,8.10810811,8,7
TALK,"Talkspace, Inc.",talkspace,streaming,stock,common,0,USD,0,0,,0,,0,0
TALO,"Talos Energy, Inc.",talos-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
TANH,Tantech Holdings Ltd.,,streaming,stock,common,0,USD,0,0,,0,,0,0
TAOP,Taoping Inc.,taoping,streaming,stock,common,0,USD,0,0,,0,,0,0
TAP,Molson Coors Beverage Company,molson-coors,streaming,stock,common,1.76,USD,0.44,2.92054,3.0673845,32.89719626,7.31707317,20,4
TARA,"Protara Therapeutics, Inc.",protara-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
TARS,"Tarsus Pharmaceuticals, Inc.",tarsus-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
TASK,"TaskUs, Inc.",taskus,streaming,stock,common,0,USD,0,0,,0,,0,0
TATT,TAT Technologies Ltd.,tat-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
TAVI,Tavia Acquisition Corp.,tavia-acquisition,streaming,stock,common,,USD,,0,,,,,
TAYD,"Taylor Devices, Inc.",taylor-devices,streaming,stock,common,0,USD,0,0,,0,,0,0
TBBB,BBB Foods Inc.,bbb-foods-inc,streaming,stock,common,,USD,0,0,,0,,0,0
TBBK,"The Bancorp, Inc.",the-bancorp,streaming,stock,common,0,USD,0,0,,0,,0,0
TBCH,Turtle Beach Corporation,turtle-beach,streaming,stock,common,0,USD,0,0,,0,,0,0
TBI,"TrueBlue, Inc.",trueblue,streaming,stock,common,0,USD,0,0,,0,,0,0
TBLA,Taboola.com Ltd.,taboola,streaming,stock,common,0,USD,0,0,,0,,0,0
TBMC,Trailblazer Merger Corporation I,trailblazer-merger-i,streaming,stock,common,0,USD,0,0,,0,,0,0
TBN,Tamboran Resources Corporation,tamboran-res-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
TBNK,Territorial Bancorp Inc.,territorial-bancorp,streaming,stock,common,0.08,USD,0.01,0.475624,0.47562426,-16.03206413,-89.18918919,15,0
TBPH,"Theravance Biopharma, Inc.",theravance-biopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
TBRG,"TruBridge, Inc.",computer-programs-and-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
TCBI,"Texas Capital Bancshares, Inc.",texas-capital-bancshares,streaming,stock,common,0,USD,0,0,,0,,0,0
TCBK,TriCo Bancshares,trico-bancshares,streaming,stock,common,1.32,USD,0.33,3.01921,3.0192132,38.18229152,10,20,12
TCBS,"Texas Community Bancshares, Inc.",texas-community-bancshares,streaming,stock,common,0.11,USD,0.04,0.947306,0.9473061,-20.83912198,,1,0
TCBX,"Third Coast Bancshares, Inc.",third-coast-bancshares,streaming,stock,common,0,USD,0,0,,0,,0,0
TCI,"Transcontinental Realty Investors, Inc.",transcontinental-realty-investors,streaming,stock,common,0,USD,0,0,,0,,0,0
TCMD,"Tactile Systems Technology, Inc.",tactile-systems-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
