name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
LBRT,Liberty Energy Inc.,liberty-oilfield-services,streaming,stock,common,2803544349.9999995,USD,-20.62934373,9.26055016,,0.67443783,1.41257494,3.4808241,16.18764725,144.46081916,3317166349.9999995,0.76872366,8.63550807,3.73058618
LBTYA,Liberty Global Ltd.,liberty-global,streaming,stock,common,4122726184,USD,-39.63170201,,,0.54417904,0.32599892,2.08464623,5.99461849,2.01547771,12003326184,1.56405319,1000.277182,5.2299796
LC,LendingClub Corporation,lending-club,streaming,stock,common,1450180219,USD,61.64870266,28.12225154,1.04344165,1.10862723,1.08082802,,,1.52318983,501286219,0.38103616,1.90908724,1.55963268
LCFY,Locafy Limited,locafy-limited,streaming,stock,common,9122420,USD,,,,,,,,,9235893.9125,,,
LCID,"Lucid Group, Inc.",lucid-group,streaming,stock,common,6729929545,USD,-7.98370225,,,7.84206219,1.73766026,,,1.5645469,6475672545,8.01611294,,
LCII,LCI Industries,lci-industries,streaming,stock,common,2643592149,USD,-14.18161621,18.52638341,0.14994478,0.70244513,1.90611808,7.17743186,8.10391851,16.03373742,3473689149,0.92849399,15.91704958,10.0999888
LCNB,LCNB Corporation,lcnb,streaming,stock,common,218569121,USD,15.18093752,16.07346685,,1.67689059,0.86425842,,,,359444121,2.86471289,,
LCTX,"Lineage Cell Therapeutics, Inc.",lineage-cell-therapeutics,streaming,stock,common,123763767.00000001,USD,-29.55173182,,,12.4402826,1.60204285,,,3.24144332,92410767.00000001,10.59878048,,
LCUT,"Lifetime Brands, Inc.",lifetime-brands,streaming,stock,common,110562100.00000001,USD,-45.53939167,,-0.0299145,0.16041098,0.50048092,2.85781411,3.07280369,18.02037099,381016100,0.56792803,13.78046584,7.84419533
LDI,"loanDepot, Inc.",loandepot,streaming,stock,common,536281043.99999994,USD,-37.07964513,,,0.50295426,0.98770191,,,0.94247399,4799891043.999999,4.59481525,54.05039237,34.71917369
LDOS,"Leidos Holdings, Inc.",leidos-holdings,streaming,stock,common,17047823713.999996,USD,-1.08383114,14.07134737,0.02552309,1.04283879,3.86386541,12.51147989,14.01124698,16.06640221,21425823713.999996,1.28590948,11.80486155,10.17853858
LDTC,LeddarTech Holdings Inc.,leddartech,streaming,stock,common,23243016,USD,-82.68507584,,,,,,,1.34814676,72413835.7752473,,,
LDWY,"Lendway, Inc.",insignia-systems,streaming,stock,common,6989916,USD,-29.76719498,,-0.00897289,0.21842817,0.5460832,,,5.24493623,80852916,2.57157584,,
LE,"Lands' End, Inc.",lands-end,streaming,stock,common,364351126,USD,23.05185785,,,0.25171135,1.63408213,4.49014617,6.89919831,11.35091387,658908126,0.45880973,29.38536886,11.30222004
LEA,Lear Corporation,lear,streaming,stock,common,5041377467,USD,-33.09081241,10.50778106,,0.22654307,1.13119803,4.59838586,9.17465622,4.85773083,7627677467,0.32734144,8.0724706,4.87204744
LECO,"Lincoln Electric Holdings, Inc.",lincoln-electric,streaming,stock,common,11594344535,USD,-19.58592655,25.36166975,,2.91006944,,19.60628275,24.34565797,31.12879755,12478157535,3.11330188,17.76867344,15.78526533
LEDS,SemiLEDS Corporation,semileds,streaming,stock,common,11971484,USD,58.58973705,,,2.49727159,7.57714077,,,9.03541132,16327484,3.40581644,,
LEE,"Lee Enterprises, Incorporated",lee-enterprises,streaming,stock,common,60052107,USD,-3.49449407,,-0.00196389,0.09127699,,,,9.48768376,537129107,0.89482295,25.4841347,11.26930967
LEG,"Leggett & Platt, Incorporated",legget-platt,streaming,stock,common,1235507793,USD,-54.10521034,,-0.0090228,0.2880874,1.78563779,4.14554792,5.65503793,3.61877213,2933907793,0.66913921,12.38458334,7.89533852
LEGH,Legacy Housing Corporation,legacy-housing,streaming,stock,common,596468685,USD,-2.01254379,11.31115998,,3.69772359,1.24453092,30.86351507,65.27909708,1074.70008253,599523685,3.66192896,10.36807701,9.91538246
LEGT,Legato Merger Corp. III,legato-merger-iii,streaming,stock,common,216835418.86772487,USD,4.21209116,27.41424802,,,1.28023776,,,161.32999529,215209666.86772487,,,
LEN,Lennar Corporation,lennar,streaming,stock,common,31638429030,USD,-24.50138367,8.3386773,1.97335259,0.90680238,1.15136909,12.13621426,12.9812897,6.42224056,31262466030,0.88121201,6.50626486,6.35350504
LENZ,"LENZ Therapeutics, Inc.",graphite-bio,streaming,stock,common,600344484,USD,216.44788182,,,,2.78661404,,,2.73073029,384701484,,,
LESL,"Leslie's, Inc.",leslie-s,streaming,stock,common,192636443,USD,-85.73310359,,,0.14244338,,2.59113517,5.81707065,16.56675678,1234547443,0.92726276,20.2176022,13.12664083
LEU,Centrus Energy Corp.,centrus,streaming,stock,common,1521098995.0000002,USD,144.85407324,20.62748664,,3.39811439,9.4244079,49.26433463,56.80104254,2.17032783,1366898995.0000002,3.09253166,28.30018623,23.1285786
LEVI,Levi Strauss & Co,levi-strauss-and-co,streaming,stock,common,7113974357.000001,USD,-1.63770683,34.2350924,,1.10253184,3.60581988,8.53032313,11.67460134,10.4428463,8637274357.000002,1.35786985,13.04133226,10.09617108
LEXX,Lexaria Bioscience Corp.,lexaria-bioscience,streaming,stock,common,25802313.00000001,USD,-13.73213141,,,51.99235123,2.62476565,,,3.0182711,17434638,35.08519026,,
LFCR,"Lifecore Biomedical, Inc.",lifecore-biomedical,streaming,stock,common,216227953.00000003,USD,-11.63931717,,,1.51507341,13.97931827,568.45959456,,21.22329317,382423953,2.92241231,,
LFMD,"LifeMD, Inc.",lifemd,streaming,stock,common,227821753,USD,-28.80880924,,,1.09264588,,10.20525761,10.89694606,5.88045835,217143500,1.12475136,,
LFST,"LifeStance Health Group, Inc.",lifestance-health-group,streaming,stock,common,2995645817,USD,-12.85889685,,,2.36805751,2.06149009,27.79699469,34.7924668,19.28890704,3326262817,2.65894691,,83.3900626
LFUS,"Littelfuse, Inc.",littelfuse,streaming,stock,common,5759737183.999999,USD,1.06683399,51.64197036,,2.65493372,,15.66968693,19.74507095,7.93567431,5950510183.999999,2.71617418,21.03211163,12.81277762
LFVN,Lifevantage Corporation,lifevantage-corporation,streaming,stock,common,215505494.99999997,USD,137.64640663,30.38400283,0.20405035,1.0298025,7.2094693,15.83157862,17.56455943,10.47692012,206679494.99999997,0.97420479,19.06285695,14.6104549
LFWD,Lifeward Ltd.,rewalk,streaming,stock,common,18601277,USD,-65.87954739,,,0.60242529,0.45466237,,,1.43851906,8929277,0.35714251,,
LGCB,Linkage Global Inc,,streaming,stock,common,7946400,USD,,,,82.55710244,113.15789474,,,396.57629308,7955161.40240492,116.32424854,,
LGCL,Lucas GC Limited,lucas-gc-limited,streaming,stock,common,41866205.00000001,USD,,,,,1.0782124,,,5.79401065,43244257.72465783,,,
LGCY,Legacy Education Inc.,,streaming,stock,common,90625700,USD,,14.09589832,0.25286895,1.83239933,2.48723255,38.24639536,47.56549407,5.82217307,90066696,1.70832226,11.96443297,11.46073355
LGF.A,Lions Gate Entertainment Corporation,lions-gate-entertainment,streaming,stock,common,2215715525,USD,4.33046181,,,0.60181842,,,,9.84296753,6485315525,1.67514285,50.07965656,3.27227182
LGIH,"LGI Homes, Inc.",lgi-homes,streaming,stock,common,1718047132,USD,-31.81126378,8.84049072,,0.789612,0.84332594,,,32.60472687,3151702132,1.43090211,14.85628827,14.64178195
LGL,"LGL Group, Inc. (The)",lgl-the,streaming,stock,common,36805426,USD,4.34204702,102.69865067,2.95810179,18.05630298,0.94326892,46.09974167,46.09974167,0.91051919,-2828574,,,
LGMK,"LogicMark, Inc.",logicmark-com-usd00001-pst-rev-spt,streaming,stock,common,1204593,USD,-51.73946846,,,0.00657827,0.00721543,,,0.01047784,-2184784,,,
LGND,Ligand Pharmaceuticals Incorporated,ligand-pharmaceutical,streaming,stock,common,2309581431,USD,45.5134019,,,13.13159328,,,,9.05350856,2060521431,12.32863307,89.50616528,
LGTY,"Logility Supply Chain Solutions, Inc.",american-software,streaming,stock,common,476026425,USD,26.36205524,145.97107438,,4.67148705,3.8000113,32.54006154,33.48096243,6.00320912,396752425,3.89457879,10173.13910256,91.27039913
LGVN,Longeveron Inc.,longeveron,streaming,stock,common,22551897,USD,63.66999305,,,11.25838191,0.88000648,,,0.90939702,1372897,0.74130508,,
LH,Labcorp Holdings Inc.,laboratory-amer,streaming,stock,common,21012046672.000004,USD,16.79287387,28.41040266,0.31196208,1.60381877,2.60012619,13.32927734,19.28786203,13.91819846,26780446672.000004,2.05862499,23.53290569,15.0325269
LHX,"L3Harris Technologies, Inc.",l3-harris,streaming,stock,common,38813366249,USD,-5.98966213,26.1564233,1.16506521,1.83136882,2.0046444,15.35153029,18.26339656,63.87734309,51243366249,2.40297145,24.89959487,15.3102379
LICN,Lichen China Limited,lichen-china-limited,streaming,stock,common,4589617,USD,-73.92306057,,,,0.02071917,,,0.03331265,-29515383,,,
LIDR,"AEye, Inc.",aeye,streaming,stock,common,11772623,USD,26.27325574,,,27.37343387,0.57201235,,,0.25854497,-9613377,,,
LIEN,"Chicago Atlantic BDC, Inc.",silver-spike-investment,streaming,stock,common,278408483,USD,352.20259554,18.29085457,,6.01800093,0.9186242,,,2.51805504,248296920,19.57882067,59.89697496,59.89697496
LIF,"Life360, Inc.",life360,streaming,stock,common,3413858755,USD,,,,9.08997801,9.50594332,115.33255257,119.68894843,23.62014848,3255343755,8.76307931,,1526.18085091
LII,"Lennox International, Inc.",lennox-international,streaming,stock,common,21385155605,USD,32.04303891,26.66699203,0.73718378,4.03657349,25.16479265,22.75308237,27.51258151,50.95332702,22451455605,4.20336914,21.56098685,19.75664872
LILA,Liberty Latin America Ltd.,liberty-latin-america,streaming,stock,common,1323575006,USD,5.43824649,,-0.00178193,0.2961379,1.18792145,1.79805297,6.29859872,2.03524224,9792175006.00009,2.19708205,18.52473516,6.54163605
LIN,Linde plc,linde,streaming,stock,common,220873366859,USD,0.45162236,34.30281664,4.18025175,6.67830649,,23.73548794,45.40387796,46.11536141,239042366859,7.24261072,27.8117937,19.3165549
LINC,Lincoln Educational Services Corporation,lincoln-tech,streaming,stock,common,577642744,USD,82.68680266,57.79527559,,1.27317972,,19.50086672,,9.64169858,518369744,1.17794172,35.74470721,18.87864171
LIND,Lindblad Expeditions Holdings Inc.,lindblad-expeditions,streaming,stock,common,608808168,USD,22.94895602,,,0.92760769,,6.5771695,10.32571103,2.80969714,1127543168,1.74886916,52.31490595,15.04313536
LINK,"Interlink Electronics, Inc.",interlink-electronics,streaming,stock,common,67964432.99999999,USD,-13.98149779,,,5.40228926,5.92836062,,,17.83443045,65377432.99999999,5.34522386,,
LION,Lionsgate Studios Corp.,lionsgate-studios,streaming,stock,common,2459564070,USD,141.0741261,,,1.13258291,,,,10.74115284,6221964070,2.92674353,74.63583416,7.37230718
LIPO,Lipella Pharmaceuticals Inc.,,streaming,stock,common,3542133,USD,,,,6.80458058,2.19150623,,,2.42222473,2259229,4.67233674,,
LIQT,"LiqTech International, Inc.",liqtech-international,streaming,stock,common,13985114,USD,-19.86275394,,-0.02268458,0.57708668,0.75785118,,,1.89932255,21750882,1.43776162,,
LITE,Lumentum Holdings Inc.,lumentum-hldgs,streaming,stock,common,4866835911.999999,USD,57.80411214,,-0.09524028,3.39261475,5.5712535,52.44304113,,5.40396677,6578435911.999999,4.65268825,,
LITM,Snow Lake Resources Ltd.,snow-lake-resources,streaming,stock,common,39105994.00000001,USD,85.76519753,,,,0.58076024,,,4.60291829,37282008.90845025,,,
LIVE,Live Ventures Incorporated,live-ventures,streaming,stock,common,24975705.00000001,USD,-70.42735511,,-0.00110219,0.05242009,0.34186304,1.13480974,1.86031491,3.39186618,269614705,0.57763646,165.10392223,10.51334393
LIVN,LivaNova PLC,livanova,streaming,stock,common,2262664021.9999995,USD,-24.08775963,36.3168455,0.13972174,1.7916601,,12.42991812,16.73152829,3.14698867,2206764021.9999995,1.76596644,13.52424157,10.7107829
LIXT,"Lixte Biotechnology Holdings, Inc.",lixte-biotechnology,streaming,stock,common,3489296,USD,-38.89603744,,,,,,,1.78555739,5351669,,,
LKCO,Luokung Technology Corp,,streaming,stock,common,11418042,USD,-4.76319257,,-9.18e-06,0.68727046,,,,4.55410195,18967890,3.51920788,,
LKFN,Lakeland Financial Corporation,lakeland-financial,streaming,stock,common,1727745251.9999998,USD,3.2852706,18.3028332,,3.94682785,2.47738699,16.71344361,18.25102842,,1662878251.9999998,3.86714074,,
LKQ,LKQ Corporation,lkq,streaming,stock,common,10933740030,USD,-23.07602574,16.13816318,,0.7580643,1.81675766,9.7816066,13.53726049,46.85974786,16323740030,1.13714664,12.10062271,9.30127637
LLY,Eli Lilly and Company,eli-lilly,streaming,stock,common,872913735996,USD,20.44130407,80.13073261,0.77159528,19.04134291,61.4660162,98.92739869,231.99699714,254.82937279,903214235996,20.05239997,53.00553028,48.02645008
LMAT,"LeMaitre Vascular, Inc.",lemaitre-vascular,streaming,stock,common,2065157399.0000005,USD,46.45646679,47.47506073,1.17068814,10.40711179,6.14058018,47.67357221,56.6048302,7.01833265,1951120399.0000005,8.87425533,37.27567008,31.49457473
LMB,"Limbach Holdings, Inc.",limbach,streaming,stock,common,935667371,USD,76.25197653,37.71527241,1.19115457,1.82488006,6.57998527,31.79117016,40.46875352,19.48627202,930095371,1.79616813,26.74993877,20.43087978
LMFA,"LM Funding America, Inc.",lm-funding,streaming,stock,common,7700118,USD,-3.90462824,,,0.27876632,0.14681471,,,0.40238178,2653740,0.20300219,,
LMND,"Lemonade, Inc.",lemonade,streaming,stock,common,2647009651,USD,104.75632039,,,5.85874852,4.45467324,,,,2763209651,6.34637035,,
LMNR,Limoneira Co,limoneira-co,streaming,stock,common,397715559.99999994,USD,23.9553303,57.36595523,,2.04213615,2.19414172,21.59854329,44.94034443,130.65100134,459781559.99999994,2.40091048,,218.00927454
LMT,Lockheed Martin Corporation,lockheed-martin,streaming,stock,common,106010751153.00002,USD,-0.55787831,20.22353343,,1.48939403,16.64086373,15.30947935,20.18870626,42.98739025,124945751153.00002,1.75873416,17.80614952,14.5675354
LNC,Lincoln National Corporation,lincoln-national,streaming,stock,common,6645749130,USD,37.81916534,2.12202169,,0.31839861,0.91237738,,,,13876749130,0.66869454,,
LNG,"Cheniere Energy, Inc.",cheniere-energy-partners,streaming,stock,common,51120978432.99999,USD,36.50399239,16.04031132,,3.14225545,8.9835846,9.55087579,16.32364512,16.1496627,78408978433,4.97014316,16.17013373,12.56755545
LNKB,"LINKBANCORP, Inc.",linkbancorp,streaming,stock,common,284766393,USD,11.18435873,10.78403623,,1.66996322,1.01622086,,,,399147393,2.38176086,,
LNKS,Linkers Industries Limited,,streaming,stock,common,9473020,USD,,,,2.06494859,2.54539547,39.93651917,84.91679641,11.43946765,9907160.11658752,2.07429924,,
LNN,Lindsay Corporation,lindsay,streaming,stock,common,1435789516.9999998,USD,7.61367857,21.21898338,,2.36713842,2.93961246,15.08507896,22.39868703,7.42275494,1375313516.9999998,2.24725532,17.99748115,14.59652222
LNSR,"LENSAR, Inc.",lensar,streaming,stock,common,153263404,USD,95.56768185,,-0.03906296,2.36281377,31.16011505,,,6.73186373,147206404,2.75183019,,
LNT,Alliant Energy Corporation,alliant-energy,streaming,stock,common,16564359150,USD,34.83581026,24.02099464,,4.12411351,2.36153735,14.22203599,,204.90266667,27100359150,6.80571551,27.82377736,15.51251239
LNTH,"Lantheus Holdings, Inc.",lantheus,streaming,stock,common,6424472504,USD,44.73389375,21.45486977,,4.12844517,6.11419109,11.97218191,13.23149619,7.11419735,6132963504,3.99825512,13.75520282,12.01389943
LNW,"Light & Wonder, Inc.",scientific-games,streaming,stock,common,9416306066.999998,USD,4.80781533,30.24498766,0.27703602,3.12374529,15.07433725,15.97643312,30.03952096,32.78823529,13027306066.999998,4.08635698,17.11866763,11.62114725
LNZA,"LanzaTech Global, Inc.",lanzatech-global,streaming,stock,common,158008088,USD,-73.4522473,,,2.5556308,11.61360663,,,1.77354021,159466088,2.74823073,,
LOAR,Loar Holdings Inc.,loar,streaming,stock,common,6798719321,USD,,362.98701299,,16.13803741,8.46796982,174.39627878,241.56970556,118.13839512,7355173321,19.41636987,85.93596515,58.43050327
LOB,"Live Oak Bancshares, Inc.",live-oak-bancshares,streaming,stock,common,1437475024.0000002,USD,-18.26075079,18.77139148,5.20340852,1.54688127,1.44428427,,,,945961024.0000002,1.00195211,,
LOBO,LOBO EV TECHNOLOGIES LTD.,lobo-ev-technologies-ltd,streaming,stock,common,11219000,USD,,,,,1.28102798,,,7.14630933,11589768,,,
LOCL,Local Bounti Corporation,local-bounti,streaming,stock,common,19821482,USD,-19.04426277,,-0.00213117,0.5617147,,,,2.88275912,461603482,13.21358797,,
LOCO,"El Pollo Loco Holdings, Inc.",el-pollo-loco,streaming,stock,common,337564763.00000006,USD,12.36095996,14.29930247,91.44395477,0.68659408,1.32319063,6.72583158,11.55445955,42.02047403,593488763,1.26013866,14.39423645,10.42232304
LODE,Comstock Inc.,,streaming,stock,common,57042190,USD,23.95212035,,,24.17862147,0.7297073,,,2.22370613,53443579,28.65897885,,
LOGC,ContextLogic Inc.,contextlogic,streaming,stock,common,215274591,USD,50.0718189,,,2.38179789,1.40702067,,,1.3709121,58274591,0.61341675,,
LOOP,"Loop Industries, Inc.",loop-industries,streaming,stock,common,63334950.99999999,USD,-59.23857559,,-0.01454095,485.65109488,,,,196.08343588,68569950.99999999,544.20596032,,
LOPE,"Grand Canyon Education, Inc.",grand-canyon-education,streaming,stock,common,5165301998,USD,28.18944064,23.23826262,1.68420973,4.98006099,6.62017596,17.90522434,20.54435139,15.99320763,4949196998,4.79108172,17.84806488,15.76930699
LOVE,The Lovesac Company,lovesac,streaming,stock,common,323318357,USD,-2.92731006,61.18574766,,0.47740585,1.64519795,6.40156641,11.47141435,5.28896336,444498357,0.64453212,69.0858497,21.35573926
LOW,"Lowe's Companies, Inc.",lowe-s,streaming,stock,common,140394581725.99997,USD,1.58092456,20.36330281,,1.651865,,14.54382545,18.18450507,65.62790436,177939581725.99997,2.12660693,17.16072733,14.49609627
LPA,Logistic Properties of the Americas,logistic-properties-of-the-americas,streaming,stock,common,308457526,USD,201.47580222,,,,1.33150674,,,9.87702838,583460359,,,
LPAA,Launch One Acquisition Corp.,,streaming,stock,common,292388000,USD,,,,,1.31106204,,,306.50898181,291434072,,,
LPBB,Launch Two Acquisition Corp.,,streaming,stock,common,289225000,USD,,,,,,,,,289525000,,,
LPCN,Lipocine Inc.,lipocine,streaming,stock,common,16418175,USD,-16.05267034,,,2.1772823,0.85882053,,,0.8282123,-3405457,,,
LPG,Dorian LPG Ltd.,dorian-lpg,streaming,stock,common,871499270,USD,-39.8609241,5.19255292,,2.04411242,0.8156218,3.13481478,3.52431272,2.75724029,1290478565,3.08104187,7.26008367,5.21673547
LPLA,LPL Financial Holdings Inc.,lpl-finl,streaming,stock,common,27722352649,USD,35.18340944,26.49003791,9.17304469,2.19999172,9.47052543,115.05787195,,10.41450724,31059488649,2.50780947,17.51869424,14.01162029
LPRO,Open Lending Corporation,open-lending,streaming,stock,common,582428006,USD,-31.47328252,127.08333333,,6.14305635,2.63974987,15.45321396,16.94809219,2.23442008,466446006,4.86453853,95.15422399,71.56275023
LPSN,"LivePerson, Inc.",liveperson,streaming,stock,common,98117187.00000001,USD,-54.46076894,,-0.05056371,0.28881363,2.12468769,,,0.68032089,426572187.00000006,1.27435408,,
LPTH,"LightPath Technologies, Inc.",lightpath-technologies,streaming,stock,common,91566554.99999999,USD,56.05253719,,-0.12973428,2.75496288,3.40603526,,,28.29743818,100842969.99999999,3.13580909,,
LPTX,"Leap Therapeutics, Inc.",leap-therapeutics,streaming,stock,common,17752682,USD,-74.74623508,,,,0.36213419,,,0.30390821,-44694318,,,
LPX,Louisiana-Pacific Corporation,louisiana-pacific,streaming,stock,common,6946211532.000001,USD,30.83370792,16.92247615,0.12221614,2.36848011,4.17528401,11.53206612,16.53293839,20.52029412,6986211532.000001,2.37545445,12.96143141,10.50558125
LQDA,Liquidia Corporation,liquidia,streaming,stock,common,1311021218.0000002,USD,20.13810852,,-0.11458005,77.06254678,11.8497552,,,5.93599557,1109344218.0000002,71.06625356,,
LQDT,"Liquidity Services, Inc.",liquidity-services,streaming,stock,common,1039196036,USD,95.96693045,44.43854526,1.65466919,2.56925748,5.44737459,16.10347046,18.60234233,7.74869209,913605036,2.20504976,29.91503065,21.61202271
LRCX,Lam Research Corporation,lam-research,streaming,stock,common,98508218164.00002,USD,-13.72554763,23.31884895,0.84988939,6.06889134,11.19518931,21.74513191,24.44475083,17.49350415,97825123164.00002,6.03520218,20.30953565,18.86519022
LRFC,Logan Ridge Finance Corporation,logan-ridge-finance,streaming,stock,common,66528002,USD,10.03167282,,-1.02116177,3.56230515,0.7722273,,,8.40346402,155074002,8.31005852,28.38623504,28.38623504
LRHC,La Rosa Holdings Corp.,la-rosa,streaming,stock,common,6938810,USD,-61.61480286,,-0.00036955,0.05567433,0.80512283,,,0.88820301,12336487,0.19528362,,
LRMR,"Larimar Therapeutics, Inc.",larimar-therapeutics,streaming,stock,common,193334085,USD,-74.45613075,,-0.04931988,,0.97446766,,,0.94907224,-5010915,,,
LRN,"Stride, Inc.",k12,streaming,stock,common,5957180800.000001,USD,131.37116456,22.8747241,0.44048325,2.90426471,4.52043415,20.15625999,20.26446193,9.04938246,5800934800.000001,2.64482521,17.21677712,13.03091828
LSAK,"Lesaka Technologies, Inc.",lesakatech,streaming,stock,common,388501790,USD,75.75207807,,-0.14966245,0.6532167,2.03601803,32.24748655,,6.22664669,631333790,1.09491747,109.18951747,19.55986585
LSB,"LakeShore Biopharma Co., Ltd",ys-biopharma-co-ltd,streaming,stock,common,43009923,USD,-39.21003073,,,,,,,,,,,
LSBK,"Lake Shore Bancorp, Inc.",lake-shore-bancorp-inc,streaming,stock,common,91198913.99999999,USD,32.95157685,18.81764227,4.4845371,2.31685246,1.03194235,,,,68317913.99999999,1.7932623,,
LSCC,Lattice Semiconductor Corporation,lattice-semiconductor,streaming,stock,common,8592360384.000002,USD,-11.96633178,141.1045722,,16.44437353,12.07496005,61.20981203,83.56990473,63.2689868,8471320384.000002,16.62996418,139.61336889,79.21267564
LSE,"Leishen Energy Holding Co., Ltd.",,streaming,stock,common,95340000.00000001,USD,,11.67396289,,1.36811038,2.37424957,6.27138909,6.56832939,3.75720698,72706564.00000001,1.05259899,9.62759839,9.00848282
LSEA,Landsea Homes Corporation,landsea-homes,streaming,stock,common,258671700,USD,-29.65475081,15.07835663,,0.15493166,0.38756441,,,4.54735157,960203699.9999998,0.6193516,27.24291267,22.53364545
LSF,"Laird Superfood, Inc.",laird-superfood,streaming,stock,common,64371789,USD,903.62838649,,,1.4263552,4.87443457,74.32373062,76.51366967,7.55534286,56104067,1.29585147,,
LSH,Lakeside Holding Limited,lakeside-limited,streaming,stock,common,13387500,USD,,,,0.80238218,8.13211845,,,11.91680004,18180630,1.07401535,,
LSTA,"Lisata Therapeutics, Inc.",lisata-therapeutics,streaming,stock,common,20515987,USD,-21.98102556,,,20.16773522,0.67678046,,,0.64009188,-10846013.00000001,,,
LSTR,"Landstar System, Inc.",landstar-systems,streaming,stock,common,5608192718,USD,-18.60240721,28.80255378,,1.14408812,5.76714045,19.57728512,21.95187253,9.9006708,5205957718,1.08024342,22.23846405,17.90003857
LTBR,Lightbridge Corporation,lightbridge,streaming,stock,common,171070892,USD,331.40047103,,-0.44654871,,5.02871233,,,3.93072639,131080065,,,
LTH,"Life Time Group Holdings, Inc.",life-time-group,streaming,stock,common,6384196152.000001,USD,142.59596732,41.12881447,0.43023074,2.63043504,2.42124592,11.66603112,132.64269543,240.66765263,10373596152,3.95788475,26.77533845,15.66743414
LTRN,Lantern Pharma Inc.,lantern-pharma,streaming,stock,common,42599661,USD,-21.20426421,,-0.08317076,,1.60159592,,,1.51549129,14837140,,,
LTRX,"Lantronix, Inc.",lantronix,streaming,stock,common,99301541,USD,-30.48682903,,,0.64450277,1.27446246,9.75684294,10.29623738,5.14811869,104879541,0.67298636,,18.30997573
LTRY,"Lottery.com, Inc.",lottery-com,streaming,stock,common,16913287,USD,67.83397737,,-0.00194697,1.24539618,0.55185463,,,126.5323223,25256194,4.11114426,,
LUCD,Lucid Diagnostics Inc.,lucid-diagnostics,streaming,stock,common,87826871,USD,47.90431074,,,18.03800883,,,,5.14554048,142322871,33.975381,,
LUCK,Lucky Strike Entertainment Corporation,bowlero,streaming,stock,common,1527204244.0000002,USD,-18.53262576,,,1.37839294,,10.76297712,,20.22887922,4618684244,3.90815441,28.50916469,14.24486636
LUCY,"Innovative Eyewear, Inc.",innovative-eyewear,streaming,stock,common,10965693,USD,106.92625139,,,4.73823397,0.99442546,,,0.82617197,1526683,0.97769909,,
LUD,Luda Technology Group Limited,,streaming,stock,common,,USD,,,,,,,,,,,,
LULU,lululemon athletica inc.,lululemon-athletica,streaming,stock,common,46395747879,USD,-23.78497219,26.40698581,0.34343367,4.36805197,11.20588379,19.90670692,28.15523873,37.77960873,46721429879,4.5887507,18.8847009,16.16514721
LUMN,"Lumen Technologies, Inc.",lumen,streaming,stock,common,4785132849,USD,193.71808983,,,0.3405659,10.32258065,1.07823732,4.23956653,2.47065168,22012132849,1.67928996,46.14702903,6.41192335
LUNG,Pulmonx Corporation,pulmonx,streaming,stock,common,343045145,USD,1.72253833,,,4.07207117,3.99671731,,,3.35362812,297777145,3.55389305,,
LUNR,"Intuitive Machines, Inc.",intuitive-machines,streaming,stock,common,2185113458,USD,335.15573845,,,4.74413012,,,,10.67039798,2624281458,12.89478151,,
LUV,Southwest Airlines Company,southwest,streaming,stock,common,18408052573,USD,-11.56344683,43.72800225,,0.71460632,1.78051409,43.09406926,,2.28188653,17741052573,0.64550475,34.85472018,8.19069833
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",lulu-s-fashion-lounge-holdings,streaming,stock,common,28623068,USD,-59.43440657,,-0.01377426,0.09260032,0.65211771,,,4.50208387,60628068,0.18672083,,
LVO,"LiveOne, Inc.",liveone,streaming,stock,common,74413960,USD,-51.84319901,,,0.58066788,,5.40539084,6.97045782,6.79497956,91894960,0.72923248,,92.54275932
LVRO,Lavoro Limited,lavoro-limited,streaming,stock,common,560365859,USD,-29.4843587,,,0.31629257,3.49581451,25.42067681,222.65605257,4.37123436,906429063.6819566,0.51086939,797.46363288,25.01121146
LVS,Las Vegas Sands Corp.,las-vegas-sands,streaming,stock,common,32009439440.999996,USD,-22.52299523,22.83919085,0.99088851,2.79908125,11.10462589,10.28159351,20.49798985,8.85625479,42575439441,3.76840498,17.2649795,10.94203018
LVTX,LAVA Therapeutics N.V.,lava-therapeutics-nv,streaming,stock,common,33916920,USD,-37.49263244,,,4.71495544,1.02825714,,,0.43901612,-38677080.00002494,,,
LVWR,"LiveWire Group, Inc.",livewire,streaming,stock,common,467991908.00000006,USD,-73.94289117,,,17.02253708,4.06439414,,,7.25658085,404353908.00000006,15.18243938,,
LW,"Lamb Weston Holdings, Inc.",lamb-weston-hldgs,streaming,stock,common,7398773023.999999,USD,-49.21041753,20.50197628,,1.16223108,4.53133804,9.59087919,,93.75994937,11429873024,1.80703741,13.08065121,9.19835267
LWAY,"Lifeway Foods, Inc.",lifeway-foods,streaming,stock,common,313368337.99999994,USD,80.96951581,24.45652174,0.39719997,1.76406591,4.38122227,15.87445914,23.58670003,15.70457973,292946337.99999994,1.60978101,15.50636979,13.20589361
